sex,age,race,juv-fel-count,decile-score,juv-misd-count,juv-other-count,priors-count,days-b-screening-arrest,c-days-from-compas,c-charge-degree,is-recid,r-charge-degree,is-violent-recid,v-decile-score,c-jail-time,r-jail-time
Male,24,Non-White,0,1,0,0,1,-1.0,1.0,3,1,2,Low,2,1.0,8.0
Male,34,White,0,3,0,0,5,-59.0,59.0,3,0,1,Low,5,52.0,0.0
Male,36,Non-White,0,7,0,0,11,-79.0,42.0,3,0,1,Low,6,78.0,0.0
Male,35,Non-White,0,6,0,0,7,-1.0,1.0,3,0,1,Low,2,1.0,0.0
Male,24,Non-White,0,3,0,1,0,-1.0,1.0,3,0,1,Low,3,1.0,0.0
Male,26,White,0,2,0,0,0,773.0,1.0,2,0,1,Low,2,9.0,0.0
Female,22,Non-White,0,6,0,0,0,-1.0,1.0,2,0,1,Low,6,1.0,0.0
Male,26,White,0,4,0,0,8,-1.0,1.0,3,0,1,Low,4,2.0,0.0
Male,28,Non-White,0,7,0,0,14,-1.0,1.0,3,1,2,High,8,1.0,50.0
Male,32,White,0,4,0,0,2,-1.0,1.0,3,0,1,Low,3,1.0,0.0
Male,32,Non-White,0,5,0,0,0,-1.0,1.0,2,0,1,Low,2,1.0,0.0
Female,32,White,0,3,0,0,1,-1.0,1.0,2,1,2,High,1,1.0,1.0
Male,33,Non-White,0,8,0,0,5,0.0,1.0,2,1,2,Low,6,5.0,0.0
Male,29,Non-White,0,10,1,0,16,-1.0,1.0,3,0,1,Low,7,17.0,0.0
Male,34,White,0,3,0,0,1,-1.0,1.0,2,1,3,Low,2,1.0,154.0
Female,37,Non-White,0,1,0,0,0,-1.0,1.0,2,1,2,Low,1,1.0,1.0
Male,43,White,0,1,0,0,0,0.0,0.0,2,0,1,Low,1,1.0,0.0
Male,47,White,0,4,0,0,2,-3.0,4.0,3,0,1,Low,5,1.0,0.0
Female,21,White,0,9,0,0,1,-1.0,560.0,3,0,1,Low,5,27.0,0.0
Male,25,Non-White,0,6,0,0,3,0.0,0.0,2,1,3,Low,5,2.0,0.0
Female,23,Non-White,0,3,0,0,1,-1.0,1.0,3,0,1,Low,3,1.0,0.0
Male,39,White,0,2,0,0,2,-1.0,1.0,2,1,2,Low,2,1.0,0.0
Male,22,White,0,3,0,0,0,0.0,1.0,2,0,1,Low,4,1.0,0.0
Male,35,Non-White,0,8,0,0,13,-1.0,1.0,3,1,3,Low,7,5.0,71.0
Male,20,Non-White,0,3,0,0,0,-1.0,1.0,3,0,1,Low,5,1.0,0.0
Male,33,Non-White,0,1,0,0,0,-1.0,1.0,3,0,1,Low,2,1.0,0.0
Male,21,Non-White,0,3,0,0,0,-1.0,1.0,3,1,2,High,7,1.0,1.0
Male,43,Non-White,1,8,0,0,20,0.0,0.0,3,0,1,Low,4,1.0,0.0
Male,25,Non-White,0,8,1,1,3,-1.0,1.0,3,1,3,High,9,1.0,0.0
Male,48,Non-White,1,10,0,0,25,-1.0,1.0,3,1,3,High,9,6.0,14.0
Male,22,Non-White,0,7,0,1,1,28.0,1.0,2,1,3,High,9,1.0,1.0
Male,52,Non-White,1,8,0,0,9,-1.0,1.0,2,1,3,High,2,38.0,140.0
Male,26,White,0,4,0,0,5,-1.0,1.0,3,1,3,High,3,35.0,14.0
Male,67,Non-White,0,7,0,0,4,-1.0,1.0,2,1,2,Low,7,27.0,19.0
Male,34,Non-White,0,2,0,0,4,-1.0,1.0,2,0,1,Low,2,1.0,0.0
Male,56,White,0,1,0,0,4,-1.0,2.0,2,1,2,Low,1,1.0,1.0
Male,22,Non-White,0,4,0,0,0,-1.0,1.0,3,0,1,Low,6,1.0,0.0
Male,63,Non-White,0,9,0,0,25,-1.0,1.0,3,0,1,Low,4,2152.0,0.0
Female,34,White,0,2,0,0,0,-1.0,1.0,3,0,1,Low,1,1.0,0.0
Female,32,Non-White,0,6,0,0,3,-1.0,1.0,2,0,1,Low,2,23.0,0.0
Male,23,Non-White,0,3,0,1,0,-1.0,1.0,3,0,1,Low,5,229.0,0.0
Male,28,Non-White,0,4,0,0,1,-1.0,2.0,3,1,3,Low,5,5.0,165.0
Male,29,Non-White,0,4,0,0,2,-1.0,1.0,2,0,1,Low,5,1.0,0.0
Male,27,White,0,9,0,0,1,-51.0,51.0,3,0,1,Low,7,41.0,0.0
Male,37,Non-White,0,5,0,0,6,-1.0,1.0,3,1,2,High,2,20.0,0.0
Male,51,White,0,1,0,0,0,-1.0,1.0,2,0,1,Low,1,1.0,0.0
Male,43,Non-White,0,2,0,0,3,-1.0,1.0,3,0,1,Low,2,1.0,0.0
Male,51,White,0,1,0,0,0,-1.0,1.0,3,0,1,Low,1,1.0,0.0
Male,20,Non-White,0,7,0,1,1,-2.0,2.0,2,1,3,Low,7,1.0,4.0
Male,41,Non-White,0,2,0,0,1,-1.0,1.0,2,0,1,Low,2,1.0,0.0
Male,57,Non-White,0,1,0,0,0,-1.0,1.0,2,0,1,Low,1,13.0,0.0
Male,26,White,0,7,0,0,4,0.0,0.0,2,1,2,Low,4,293.0,0.0
Female,39,White,0,2,0,0,1,-1.0,1.0,2,1,2,Low,1,10.0,1.0
Male,21,Non-White,0,8,0,1,1,-1.0,1.0,3,0,1,Low,7,2.0,0.0
Male,21,Non-White,0,9,1,1,1,-1.0,1.0,3,1,2,Low,6,2.0,58.0
Male,42,White,0,4,0,0,5,-1.0,1.0,3,0,1,Low,1,297.0,0.0
Female,37,Non-White,0,5,0,0,1,-1.0,1.0,3,0,1,Low,3,2.0,0.0
Male,24,White,0,4,2,0,3,-1.0,1.0,3,1,2,Low,4,1.0,1.0
Male,39,Non-White,0,1,0,0,0,-4.0,4.0,3,0,1,Low,1,1.0,0.0
Female,34,Non-White,0,1,0,0,0,-1.0,1.0,3,0,1,Low,1,1.0,0.0
Male,26,Non-White,0,8,1,0,4,-1.0,1.0,2,1,2,High,9,1.0,1.0
Male,58,Non-White,0,2,0,0,1,-44.0,44.0,3,0,1,Low,1,1.0,0.0
Male,48,White,0,2,0,0,1,0.0,0.0,3,0,1,Low,1,1.0,0.0
Male,24,Non-White,0,5,1,0,5,-1.0,1.0,3,1,2,Low,4,1.0,1.0
Male,25,Non-White,0,9,0,0,0,-1.0,1.0,2,0,1,Low,9,1.0,0.0
Male,26,White,0,4,0,0,0,0.0,0.0,3,0,1,Low,3,-1.0,0.0
Male,46,White,0,1,0,0,0,-1.0,1.0,3,0,1,Low,1,1.0,0.0
Male,24,Non-White,0,9,1,1,7,-1.0,1.0,2,0,1,Low,7,1.0,0.0
Male,25,White,0,1,0,0,1,-164.0,164.0,3,0,1,Low,2,111.0,0.0
Female,21,White,0,5,0,0,0,-1.0,1.0,2,0,1,Low,7,1.0,0.0
Male,29,Non-White,0,4,0,0,4,-1.0,1.0,3,0,1,Low,5,2.0,0.0
Male,24,Non-White,0,3,0,0,3,-1.0,1.0,2,0,1,Low,4,1.0,0.0
Male,24,Non-White,0,3,0,0,1,-1.0,1.0,3,1,2,Low,5,1.0,18.0
Male,36,Non-White,0,8,0,0,9,0.0,1.0,2,0,1,Low,2,1.0,0.0
Male,30,Non-White,0,4,0,0,5,-1.0,1.0,3,1,3,High,3,1.0,793.0
Male,24,White,0,7,0,0,0,-1.0,1.0,2,0,1,Low,5,1.0,0.0
Female,22,White,0,6,0,0,1,-23.0,23.0,3,0,1,Low,7,1.0,0.0
Male,38,Non-White,0,2,0,0,3,-1.0,1.0,3,0,1,Low,1,1.0,0.0
Male,33,Non-White,0,1,0,0,0,-1.0,1.0,3,0,1,Low,2,2.0,0.0
Male,25,Non-White,0,9,0,0,0,-1.0,1.0,3,1,3,High,8,9.0,21.0
Male,31,Non-White,0,8,3,0,25,-1.0,1.0,2,1,2,Low,7,117.0,74.0
Male,24,Non-White,0,4,0,0,0,-1.0,1.0,3,0,1,Low,5,2.0,0.0
Male,30,White,0,1,0,0,1,-71.0,72.0,3,0,1,Low,1,36.0,0.0
Male,30,White,0,7,0,0,7,-1.0,1.0,3,0,1,Low,3,3.0,0.0
Male,39,Non-White,0,8,0,0,13,-1.0,1.0,3,1,3,High,6,1.0,0.0
Male,46,Non-White,0,2,0,0,0,0.0,1.0,2,0,1,Low,2,1.0,0.0
Male,46,Non-White,0,1,0,0,0,-1.0,1.0,3,0,1,Low,1,5.0,0.0
Male,23,White,0,6,0,0,0,-1.0,0.0,2,0,1,Low,4,1.0,0.0
Female,30,Non-White,0,3,0,0,4,-5.0,5.0,3,0,1,Low,3,1.0,0.0
Male,40,White,0,2,0,0,0,0.0,0.0,3,0,1,Low,1,22.0,0.0
Female,52,Non-White,0,1,0,0,0,-1.0,1.0,3,0,1,Low,1,2.0,0.0
Male,23,Non-White,1,9,0,1,3,-1.0,1.0,3,0,1,Low,10,33.0,0.0
Male,41,Non-White,0,1,0,0,2,0.0,0.0,3,0,1,Low,1,7.0,0.0
Female,26,Non-White,0,2,0,0,1,-1.0,1.0,2,0,1,Low,2,1.0,0.0
Male,22,White,0,8,1,0,1,-1.0,1.0,3,1,2,Low,6,19.0,178.0
Male,42,White,0,4,0,0,3,0.0,0.0,3,0,1,Low,2,1.0,0.0
Male,23,Non-White,0,10,3,1,6,-1.0,1.0,3,1,3,Low,6,135.0,2.0
Male,33,Non-White,0,3,0,0,4,-1.0,1.0,3,1,3,Low,2,1.0,1.0
Male,35,Non-White,0,6,0,0,0,0.0,0.0,2,0,1,Low,3,59.0,0.0
Male,28,Non-White,0,3,0,0,1,-1.0,1.0,3,0,1,Low,2,2.0,0.0
Male,50,White,0,1,0,0,1,-1.0,847.0,3,1,2,Low,1,1.0,0.0
Male,26,Non-White,0,2,0,0,0,-1.0,1.0,3,0,1,Low,2,1.0,0.0
Male,48,Non-White,0,6,0,0,3,0.0,0.0,3,0,1,Low,5,84.0,0.0
Male,21,Non-White,0,5,0,0,0,-1.0,1.0,3,0,1,Low,7,1.0,0.0
Male,38,Non-White,0,10,0,1,25,-172.0,172.0,2,1,3,Low,7,8.0,5.0
Male,32,Non-White,0,7,0,0,1,-1.0,1.0,3,0,1,Low,2,1.0,0.0
Male,24,Non-White,0,6,0,0,3,-1.0,1.0,3,1,2,Low,6,97.0,18.0
Male,51,Non-White,0,2,0,0,3,-1.0,1.0,3,0,1,Low,1,1.0,0.0
Male,19,White,0,4,0,0,1,-1.0,1.0,2,1,3,Low,7,1.0,1.0
Male,32,Non-White,0,5,0,0,4,0.0,0.0,3,0,1,Low,2,108.0,0.0
Female,31,White,0,3,0,0,1,-22.0,23.0,3,1,2,Low,3,1.0,1.0
Female,29,Non-White,0,5,0,0,1,7.0,146.0,3,0,1,Low,4,179.0,0.0
Male,43,Non-White,0,1,0,0,0,-1.0,1.0,2,0,1,Low,1,1.0,0.0
Female,25,Non-White,0,4,0,0,2,0.0,1.0,3,0,1,Low,2,1.0,0.0
Male,26,Non-White,0,7,0,0,9,-1.0,1.0,3,1,2,High,7,11.0,50.0
Male,27,White,0,10,0,0,0,-1.0,1.0,3,1,3,Low,5,27.0,171.0
Male,52,White,0,1,0,0,1,-1.0,1.0,3,1,3,Low,1,3.0,47.0
Male,27,Non-White,0,1,0,0,1,-1.0,1123.0,2,0,1,Low,2,1.0,0.0
Female,57,Non-White,0,2,0,0,1,-1.0,8.0,2,0,1,Low,1,1.0,0.0
Male,47,Non-White,0,1,0,0,2,-1.0,1.0,2,0,1,Low,1,1.0,0.0
Male,28,Non-White,0,6,0,0,3,-1.0,1.0,2,1,3,Low,3,1.0,59.0
Male,32,Non-White,0,1,0,0,3,-1.0,1.0,3,1,2,High,2,2.0,0.0
Male,27,Non-White,0,3,0,0,5,0.0,12.0,2,1,2,Low,2,1.0,1.0
Male,53,Non-White,0,2,0,0,11,-55.0,36.0,2,0,1,Low,1,1.0,0.0
Male,45,Non-White,0,1,0,0,0,-1.0,1.0,2,1,2,Low,1,3.0,0.0
Male,29,Non-White,0,5,0,0,2,-1.0,1.0,3,0,1,Low,2,1.0,0.0
Female,42,White,0,1,0,0,0,0.0,0.0,2,0,1,Low,1,1.0,0.0
Male,33,Non-White,0,2,0,0,0,-1.0,1.0,3,1,3,Low,1,1.0,1.0
Male,26,White,0,4,0,0,4,-52.0,52.0,2,1,2,High,4,19.0,2.0
Female,28,White,0,4,0,1,3,-1.0,1.0,2,0,1,Low,3,45.0,0.0
Female,53,White,0,1,0,0,0,-1.0,1.0,2,0,1,Low,1,1.0,0.0
Male,39,Non-White,0,2,0,0,1,-4.0,4.0,3,0,1,Low,1,1.0,0.0
Male,24,White,0,2,0,0,0,-1.0,1.0,3,0,1,Low,3,1.0,0.0
Male,40,Non-White,0,3,0,0,1,-1.0,1.0,3,0,1,Low,2,1.0,0.0
Male,35,Non-White,3,10,0,0,24,234.0,86.0,3,0,1,Low,8,8.0,0.0
Male,28,Non-White,0,2,0,0,1,-9.0,9.0,3,0,1,Low,2,8.0,0.0
Male,28,Non-White,0,5,0,0,1,-1.0,1.0,3,0,1,Low,4,1.0,0.0
Male,39,Non-White,0,7,0,1,6,-1.0,1.0,2,1,3,Low,4,35.0,470.0
Male,35,Non-White,0,3,0,1,0,-1.0,1.0,3,0,1,Low,4,1.0,0.0
Male,22,Non-White,0,7,0,0,1,0.0,1.0,3,1,2,Low,6,-1.0,14.0
Male,46,Non-White,0,2,0,0,2,0.0,0.0,3,1,3,Low,2,9.0,24.0
Male,42,White,0,1,0,0,0,-1.0,2.0,2,0,1,Low,1,1.0,0.0
Male,25,Non-White,0,2,0,0,0,0.0,0.0,2,0,1,Low,4,1.0,0.0
Male,30,Non-White,0,4,0,0,0,-1.0,1.0,3,0,1,Low,2,153.0,0.0
Male,52,White,0,5,0,0,1,-5.0,4696.0,3,0,1,Low,3,3.0,0.0
Male,28,Non-White,0,2,0,0,4,-1.0,1.0,2,1,2,High,3,1.0,191.0
Male,40,Non-White,0,1,0,0,0,0.0,0.0,3,0,1,Low,1,1.0,0.0
Female,35,White,0,3,0,0,1,-29.0,29.0,2,0,1,Low,2,13.0,0.0
Female,57,White,0,1,0,0,1,-4.0,4.0,3,1,2,Low,1,1.0,0.0
Male,25,Non-White,0,7,0,0,0,-1.0,1.0,2,0,1,Low,7,1.0,0.0
Male,20,White,0,4,0,1,0,-1.0,1.0,3,0,1,Low,6,1.0,0.0
Male,49,Non-White,0,1,0,0,3,-1.0,1.0,3,1,3,Low,1,1.0,0.0
Male,42,White,0,1,0,0,1,-1.0,1.0,3,0,1,Low,2,1.0,0.0
Male,21,Non-White,0,9,0,0,2,-1.0,1.0,3,1,3,High,6,1.0,19.0
Male,32,Non-White,0,10,0,0,19,-1.0,1.0,3,1,3,High,10,14.0,0.0
Male,63,Non-White,0,9,0,0,3,-1.0,2302.0,2,0,1,Low,1,220.0,0.0
Female,29,Non-White,0,2,0,0,0,-1.0,1.0,2,0,1,Low,2,1.0,0.0
Male,29,White,0,3,0,0,2,0.0,1.0,3,0,1,Low,3,1.0,0.0
Male,58,White,0,1,0,0,0,-1.0,1.0,3,0,1,Low,1,1.0,0.0
Male,27,Non-White,0,3,0,0,3,-1.0,1.0,3,0,1,Low,2,2.0,0.0
Male,46,Non-White,0,1,0,0,0,0.0,0.0,2,0,1,Low,1,1.0,0.0
Male,23,Non-White,0,10,0,0,5,-45.0,45.0,3,1,2,High,8,44.0,33.0
Male,25,White,0,2,0,0,0,-1.0,1.0,3,0,1,Low,2,1.0,0.0
Male,24,Non-White,0,3,0,0,1,-1.0,1.0,3,0,1,Low,3,1.0,0.0
Male,40,Non-White,0,9,0,0,0,-1.0,1.0,3,0,1,Low,4,349.0,0.0
Male,28,Non-White,0,7,0,0,10,-1.0,1.0,2,1,2,Low,5,1.0,9.0
Male,52,White,0,1,0,0,0,0.0,1.0,2,0,1,Low,1,1.0,0.0
Male,27,Non-White,0,2,0,0,1,-3.0,3.0,3,0,1,Low,3,3.0,0.0
Female,69,Non-White,0,1,0,0,0,0.0,1.0,2,0,1,Low,1,-1.0,0.0
Male,47,Non-White,0,1,0,0,0,-1.0,1.0,2,0,1,Low,1,1.0,0.0
Male,27,Non-White,0,7,0,0,4,-1.0,1.0,3,0,1,Low,5,50.0,0.0
Male,49,Non-White,0,2,0,0,0,0.0,1.0,2,0,1,Low,1,-1.0,0.0
Male,32,Non-White,0,7,0,0,1,-1.0,1.0,3,0,1,Low,3,1.0,0.0
Male,31,Non-White,0,6,0,0,12,0.0,1.0,2,0,1,Low,5,33.0,0.0
Male,45,Non-White,0,3,0,0,1,-1.0,1.0,3,0,1,Low,3,128.0,0.0
Female,33,White,0,1,0,0,1,0.0,0.0,2,0,1,Low,1,1.0,0.0
Male,33,White,0,1,0,0,2,-1.0,1.0,3,0,1,Low,2,1.0,0.0
Male,25,White,0,3,0,0,1,-45.0,45.0,3,0,1,Low,3,1.0,0.0
Female,27,Non-White,0,2,0,0,0,0.0,0.0,2,1,2,Low,2,1.0,0.0
Male,51,White,0,1,0,0,0,-1.0,1.0,3,0,1,Low,1,1.0,0.0
Male,47,White,0,5,0,0,4,-58.0,59.0,3,1,3,Low,6,32.0,33.0
Male,32,Non-White,0,9,0,0,14,-1.0,1.0,3,1,2,High,6,2.0,1.0
Male,24,Non-White,0,7,0,0,2,-1.0,1.0,3,0,1,Low,5,1.0,0.0
Male,26,Non-White,0,10,0,0,5,-1.0,1.0,3,1,2,Low,8,3.0,0.0
Male,47,Non-White,0,4,0,0,0,-4.0,4.0,2,0,1,Low,1,1.0,0.0
Male,25,White,0,5,0,0,1,-1.0,1.0,3,0,1,Low,3,1.0,0.0
Male,26,Non-White,0,4,0,0,2,-1.0,1.0,3,0,1,Low,5,1.0,0.0
Male,21,Non-White,0,8,0,0,1,-1.0,1.0,3,0,1,Low,7,108.0,0.0
Male,25,Non-White,0,2,0,0,2,-1.0,1.0,2,1,2,Low,3,1.0,0.0
Male,22,Non-White,1,7,1,0,6,-1.0,1.0,3,1,2,High,5,2.0,1.0
Male,35,Non-White,0,3,0,0,0,-18.0,907.0,2,0,1,Low,2,10.0,0.0
Female,26,White,0,6,0,0,0,-1.0,1.0,3,0,1,Low,6,1.0,0.0
Male,20,White,0,4,0,0,0,-1.0,1.0,3,0,1,Low,6,1.0,0.0
Male,30,Non-White,0,10,1,0,8,-1.0,587.0,3,0,1,Low,8,27.0,0.0
Male,30,Non-White,0,5,0,0,1,-1.0,1.0,2,1,2,Low,3,1.0,1.0
Male,45,Non-White,0,5,0,0,0,-3.0,3.0,3,1,2,Low,4,1.0,82.0
Male,20,Non-White,0,10,0,0,1,-1.0,1.0,3,0,1,Low,10,9.0,0.0
Male,33,Non-White,0,7,0,0,7,0.0,1.0,3,1,3,High,9,78.0,0.0
Male,35,White,0,1,0,0,2,-1.0,1.0,3,0,1,Low,2,1.0,0.0
Male,41,White,0,1,0,0,5,-1.0,1.0,3,0,1,Low,1,1.0,0.0
Male,23,White,0,3,0,0,0,0.0,0.0,2,0,1,Low,5,2.0,0.0
Male,37,Non-White,0,8,0,0,0,-1.0,1.0,3,0,1,Low,9,8.0,0.0
Male,42,Non-White,0,9,0,0,15,121.0,405.0,3,0,1,Low,7,69.0,0.0
Male,42,White,0,7,0,0,5,0.0,0.0,3,0,1,Low,1,213.0,0.0
Female,21,White,0,5,1,0,0,-1.0,1.0,2,1,2,Low,5,1.0,0.0
Male,25,Non-White,0,10,0,1,8,-1.0,1.0,3,0,1,Low,9,464.0,0.0
Male,54,Non-White,0,1,0,0,0,-1.0,1.0,3,0,1,Low,1,1.0,0.0
Male,27,Non-White,0,6,0,0,10,-1.0,1.0,3,1,2,Low,8,1.0,1.0
Male,41,Non-White,0,3,0,0,0,-1.0,1.0,3,0,1,Low,1,1.0,0.0
Male,22,White,0,3,0,0,0,-4.0,5.0,2,0,1,Low,5,1.0,0.0
Female,21,Non-White,0,7,0,0,0,-1.0,1.0,2,1,2,Low,7,1.0,0.0
Male,23,Non-White,0,6,0,0,2,-1.0,1.0,3,1,2,Low,5,6.0,1.0
Male,30,Non-White,0,1,0,0,1,-9.0,9.0,2,0,1,Low,2,7.0,0.0
Male,36,Non-White,0,8,0,0,5,-20.0,20.0,2,1,3,Low,3,19.0,33.0
Female,24,Non-White,0,6,0,0,2,48.0,179.0,3,1,2,High,3,1.0,1.0
Male,33,Non-White,0,3,0,0,4,-45.0,45.0,3,0,1,Low,4,1.0,0.0
Male,38,Non-White,0,1,0,0,0,0.0,1.0,2,0,1,Low,1,1.0,0.0
Male,29,Non-White,0,7,0,1,10,-1.0,1.0,3,1,3,Low,5,23.0,17.0
Female,56,White,0,2,0,0,3,-6.0,6.0,3,0,1,Low,1,6.0,0.0
Male,54,Non-White,0,5,0,0,4,-1.0,1.0,2,1,2,High,4,78.0,191.0
Male,22,White,0,5,0,0,2,-1.0,1.0,2,1,3,High,6,13.0,37.0
Male,38,White,0,1,0,0,2,-64.0,64.0,3,0,1,Low,1,4.0,0.0
Male,26,Non-White,0,4,0,0,0,-1.0,1.0,2,1,2,High,3,1.0,1.0
Female,20,Non-White,0,4,0,0,0,-1.0,1.0,3,0,1,Low,6,1.0,0.0
Male,20,Non-White,0,10,0,1,0,-1.0,1.0,3,0,1,Low,10,11.0,0.0
Female,28,White,0,9,0,0,0,-1.0,1.0,3,0,1,Low,7,1.0,0.0
Male,37,White,0,2,0,0,0,-3.0,3.0,2,0,1,Low,2,1.0,0.0
Male,52,Non-White,0,1,0,0,6,0.0,0.0,2,1,3,Low,1,1.0,1.0
Male,27,White,0,4,0,0,4,-1.0,1.0,3,0,1,Low,5,1.0,0.0
Male,29,Non-White,0,1,0,0,0,-1.0,1.0,3,0,1,Low,2,2.0,0.0
Female,23,Non-White,0,7,0,0,6,-18.0,18.0,2,0,1,Low,5,17.0,0.0
Male,35,Non-White,0,1,0,0,1,-1.0,1.0,2,0,1,Low,1,9.0,0.0
Male,32,White,0,9,0,0,8,-4.0,4.0,3,1,2,Low,10,1.0,69.0
Male,21,Non-White,0,7,0,0,1,-18.0,18.0,2,1,2,High,6,1.0,1.0
Male,25,Non-White,0,3,0,0,0,-1.0,1.0,3,0,1,Low,6,1.0,0.0
Male,22,Non-White,0,3,0,0,0,304.0,1.0,3,0,1,Low,5,16.0,0.0
Male,29,Non-White,0,2,0,0,4,0.0,1.0,3,0,1,Low,2,11.0,0.0
Male,30,Non-White,0,4,0,0,4,-1.0,1.0,2,1,2,Low,2,1.0,0.0
Female,30,Non-White,0,4,0,0,3,-1.0,1.0,3,0,1,Low,4,26.0,0.0
Male,26,White,0,6,0,0,1,-1.0,1.0,3,0,1,Low,3,1.0,0.0
Male,22,White,0,3,0,0,1,-1.0,1.0,3,0,1,Low,4,1.0,0.0
Male,56,Non-White,0,2,0,0,8,-1.0,1.0,3,0,1,Low,1,7.0,0.0
Male,23,Non-White,0,7,0,0,2,-1.0,1.0,3,1,2,High,6,6.0,0.0
Male,32,White,1,4,0,0,8,-2.0,2.0,3,1,2,Low,4,2.0,0.0
Male,52,White,0,1,0,0,1,-111.0,111.0,3,0,1,Low,1,1.0,0.0
Male,29,Non-White,0,10,0,0,6,-1.0,1.0,3,1,3,Low,9,39.0,2.0
Female,51,Non-White,0,1,0,0,0,-1.0,1.0,2,0,1,Low,1,1.0,0.0
Male,42,White,0,1,0,0,0,0.0,0.0,2,0,1,Low,1,1.0,0.0
Male,41,White,0,2,0,0,0,-1.0,1.0,3,0,1,Low,1,37.0,0.0
Male,19,Non-White,0,4,0,0,0,-1.0,1.0,3,0,1,Low,7,1.0,0.0
Male,55,Non-White,0,3,0,0,6,-1.0,0.0,3,0,1,Low,1,241.0,0.0
Male,21,Non-White,0,8,0,1,0,0.0,1.0,3,1,2,Low,9,1.0,1.0
Female,36,White,0,9,0,0,4,110.0,144.0,3,1,3,Low,3,168.0,0.0
Female,34,Non-White,0,6,0,0,1,-1.0,1.0,2,0,1,Low,2,5.0,0.0
Female,22,Non-White,0,3,0,0,0,-2.0,2.0,2,0,1,Low,4,1.0,0.0
Male,45,Non-White,0,1,0,0,2,-1.0,1.0,3,0,1,Low,2,47.0,0.0
Male,29,Non-White,0,2,0,0,0,-1.0,1.0,2,0,1,Low,3,1.0,0.0
Male,30,Non-White,0,5,0,0,6,-1.0,1.0,3,1,3,High,3,2.0,43.0
Female,35,Non-White,0,1,0,0,0,-1.0,1.0,3,0,1,Low,1,1.0,0.0
Male,51,Non-White,0,4,0,0,17,0.0,1.0,2,0,1,Low,1,1.0,0.0
Male,45,Non-White,0,3,0,0,20,0.0,0.0,3,1,3,Low,1,2.0,1.0
Male,27,Non-White,0,3,0,0,3,88.0,90.0,3,1,2,High,2,301.0,302.0
Male,24,Non-White,0,2,0,0,1,190.0,253.0,3,1,2,Low,4,13.0,37.0
Male,25,White,0,3,0,0,0,-1.0,2.0,2,0,1,Low,3,1.0,0.0
Male,24,White,0,6,0,0,2,-27.0,27.0,3,0,1,Low,5,1.0,0.0
Male,50,White,0,1,0,0,0,-1.0,1.0,3,0,1,Low,1,1.0,0.0
Male,23,Non-White,0,7,0,0,2,-1.0,1.0,2,0,1,Low,6,5.0,0.0
Female,42,Non-White,0,3,0,0,2,496.0,1.0,2,0,1,Low,2,14.0,0.0
Male,55,White,0,1,0,0,0,-1.0,1.0,2,0,1,Low,1,1.0,0.0
Male,29,Non-White,0,2,0,0,8,-41.0,40.0,3,0,1,Low,2,41.0,0.0
Male,36,Non-White,0,4,0,0,5,-1.0,1.0,3,0,1,Low,2,1.0,0.0
Male,23,Non-White,0,7,0,0,0,-1.0,1.0,3,0,1,Low,8,3.0,0.0
Male,69,Non-White,0,1,0,0,0,-1.0,1.0,2,0,1,Low,1,1.0,0.0
Male,21,Non-White,0,5,0,1,1,-4.0,4.0,3,1,2,Low,6,1.0,0.0
Male,59,Non-White,0,1,0,0,1,-1.0,7604.0,1,0,1,Low,1,1.0,0.0
Male,39,Non-White,0,6,0,0,1,-9.0,9.0,3,0,1,Low,1,4.0,0.0
Male,29,Non-White,0,6,0,0,2,-1.0,1.0,3,0,1,Low,3,37.0,0.0
Male,22,Non-White,0,7,0,0,1,0.0,1.0,2,1,2,Low,5,1.0,1.0
Male,34,Non-White,0,6,2,0,8,-1.0,1073.0,2,0,1,Low,2,1.0,0.0
Male,44,White,0,3,0,0,6,0.0,1.0,3,0,1,Low,1,-1.0,0.0
Male,25,Non-White,0,5,0,0,2,-1.0,1.0,3,0,1,Low,6,58.0,0.0
Male,31,Non-White,0,10,0,0,0,0.0,0.0,3,0,1,Low,10,1.0,0.0
Male,35,Non-White,0,7,1,0,17,-1.0,1.0,2,1,3,High,2,2.0,248.0
Male,27,Non-White,0,10,0,0,11,-1.0,1.0,2,1,3,Low,9,2.0,8.0
Male,30,White,0,6,0,0,13,-1.0,1.0,3,0,1,Low,2,374.0,0.0
Male,33,Non-White,0,5,0,0,1,0.0,1.0,3,0,1,Low,4,1.0,0.0
Male,29,Non-White,0,3,0,0,0,-1.0,1.0,2,0,1,Low,2,1.0,0.0
Female,50,White,0,2,0,0,0,-1.0,1.0,3,0,1,Low,1,1.0,0.0
Male,28,Non-White,0,9,0,0,6,-1.0,1.0,3,1,2,Low,6,1.0,1.0
Male,20,Non-White,1,10,0,1,1,-51.0,50.0,3,1,3,High,10,1.0,0.0
Male,60,White,0,1,0,0,1,-1.0,1.0,3,0,1,Low,1,1.0,0.0
Male,53,Non-White,0,1,0,0,0,0.0,0.0,2,0,1,Low,1,1.0,0.0
Female,38,Non-White,0,2,0,0,0,-1.0,1.0,2,0,1,Low,1,1.0,0.0
Male,51,Non-White,0,1,0,0,0,0.0,1.0,3,1,2,Low,1,1.0,0.0
Male,25,Non-White,0,2,0,0,1,-106.0,106.0,3,0,1,Low,3,31.0,0.0
Female,23,White,0,3,0,0,1,-1.0,1.0,2,0,1,Low,4,1.0,0.0
